Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
Emp1075,Heidi,Johnson,25.0,Hr-California,Inactive,10/13/2024,112414.91,Heidi.Johnson@Example.Com,-9354492682,Good,False
Emp1076,David,Brown,40.0,Admin-California,Inactive,9/21/2022,52031.74,David.Brown@Example.Com,-1589357125,Good,True
Emp1077,Grace,Brown,30.0,Finance-New York,Pending,12/29/2022,51887.65,Grace.Brown@Example.Com,-6110627370,Good,False
Emp1078,Alice,Davis,25.0,Devops-Florida,Active,11/10/2024,82318.89,Alice.Davis@Example.Com,-5869886496,Good,True
Emp1079,Grace,Brown,35.0,Admin-Florida,Inactive,11/22/2021,103286.08,Grace.Brown@Example.Com,-6776228276,Average,False
Emp1080,Grace,Davis,35.0,Cloud Tech-Florida,Active,3/14/2024,87759.33,Grace.Davis@Example.Com,-2881377027,Average,False
Emp1081,Frank,Brown,30.0,Devops-Texas,Pending,3/23/2020,102796.32,Frank.Brown@Example.Com,-5196115939,Good,False
Emp1082,David,Jones,25.0,Sales-New York,Active,9/15/2020,83149.27,David.Jones@Example.Com,-8215454469,Poor,True
Emp1083,David,Garcia,40.0,Devops-California,Inactive,12/9/2020,92412.49,David.Garcia@Example.Com,-2296044326,Excellent,True
Emp1084,Bob,Davis,30.0,Hr-Texas,Pending,2/22/2020,115022.1,Bob.Davis@Example.Com,-185106793,Good,False
Emp1085,Grace,Williams,40.0,Devops-New York,Active,4/27/2023,98343.01,Grace.Williams@Example.Com,-9756792286,Poor,False
Emp1086,Bob,Miller,35.0,Devops-Illinois,Active,6/18/2024,118869.1,Bob.Miller@Example.Com,-7725199662,Excellent,True
Emp1087,Frank,Smith,32.48454882571075,Finance-Nevada,Inactive,5/21/2020,85417.26,Frank.Smith@Example.Com,-6580741208,Good,True
Emp1088,Grace,Brown,40.0,Cloud Tech-Florida,Inactive,7/25/2023,112410.25,Grace.Brown@Example.Com,-4818139889,Good,True
Emp1089,Charlie,Johnson,40.0,Admin-Nevada,Pending,8/25/2023,68905.77,Charlie.Johnson@Example.Com,-9837801819,Average,False
Emp1090,Heidi,Garcia,40.0,Finance-Nevada,Pending,7/3/2021,72561.32,Heidi.Garcia@Example.Com,-4339718955,Excellent,True
Emp1091,Bob,Brown,35.0,Finance-New York,Inactive,3/13/2023,92723.22,Bob.Brown@Example.Com,-9070562607,Excellent,True
Emp1092,Alice,Johnson,40.0,Hr-New York,Inactive,3/10/2021,74837.75,Alice.Johnson@Example.Com,-5641118241,Poor,False
Emp1093,Eva,Miller,32.48454882571075,Devops-California,Pending,1/21/2020,86163.91,Eva.Miller@Example.Com,-2412462094,Average,True
Emp1094,David,Miller,40.0,Finance-Illinois,Active,11/15/2023,83326.52,David.Miller@Example.Com,-2004615264,Average,True
Emp1095,Heidi,Miller,25.0,Cloud Tech-California,Active,4/8/2022,98425.1,Heidi.Miller@Example.Com,-4610339936,Average,True
Emp1096,Frank,Johnson,40.0,Sales-Illinois,Inactive,5/21/2022,119764.2,Frank.Johnson@Example.Com,-8861405785,Average,False
Emp1097,Frank,Brown,40.0,Hr-California,Inactive,4/17/2021,58445.91,Frank.Brown@Example.Com,-1706304890,Excellent,False
Emp1098,Bob,Miller,32.48454882571075,Devops-New York,Active,3/19/2021,101702.33,Bob.Miller@Example.Com,-3824967182,Excellent,False
Emp1099,Eva,Jones,25.0,Admin-California,Active,1/9/2022,85155.05639558233,Eva.Jones@Example.Com,-2582386869,Good,False
Emp1100,Charlie,Davis,35.0,Cloud Tech-Texas,Pending,8/21/2021,98819.22,Charlie.Davis@Example.Com,-794200748,Good,False
Emp1101,Heidi,Johnson,25.0,Cloud Tech-Illinois,Inactive,8/19/2022,83509.99,Heidi.Johnson@Example.Com,-4653984027,Average,False
Emp1102,Alice,Johnson,35.0,Finance-Texas,Active,3/31/2022,84422.26,Alice.Johnson@Example.Com,-9141612845,Average,False
Emp1103,Alice,Brown,30.0,Admin-Illinois,Inactive,6/23/2020,119574.27,Alice.Brown@Example.Com,-3985547434,Average,True
Emp1104,Grace,Johnson,32.48454882571075,Sales-Illinois,Active,5/7/2024,86580.08,Grace.Johnson@Example.Com,-5379502096,Good,True
Emp1105,Heidi,Johnson,35.0,Sales-Florida,Inactive,3/10/2023,93471.91,Heidi.Johnson@Example.Com,-26876810,Poor,False
Emp1106,Bob,Miller,30.0,Devops-New York,Inactive,9/14/2023,55683.12,Bob.Miller@Example.Com,-8071569561,Poor,True
Emp1107,Bob,Brown,30.0,Cloud Tech-Florida,Inactive,11/12/2023,91566.78,Bob.Brown@Example.Com,-175370303,Good,True
Emp1108,David,Miller,35.0,Devops-California,Pending,10/26/2024,81782.19,David.Miller@Example.Com,-5319433749,Good,False
Emp1109,Eva,Davis,32.48454882571075,Devops-New York,Inactive,8/23/2020,88119.37,Eva.Davis@Example.Com,-4793036148,Good,True
Emp1110,Eva,Garcia,30.0,Cloud Tech-Texas,Active,6/11/2024,71532.83,Eva.Garcia@Example.Com,-8728399920,Good,True
Emp1111,Eva,Davis,40.0,Cloud Tech-Florida,Pending,9/14/2021,98981.36,Eva.Davis@Example.Com,-9212493842,Good,True
Emp1112,Heidi,Garcia,40.0,Cloud Tech-Illinois,Active,12/26/2024,80242.01,Heidi.Garcia@Example.Com,-894870604,Good,True
Emp1113,Eva,Miller,25.0,Cloud Tech-New York,Pending,9/8/2024,110236.18,Eva.Miller@Example.Com,-6641877579,Average,True
Emp1114,Alice,Davis,35.0,Sales-Texas,Active,8/21/2022,86327.47,Alice.Davis@Example.Com,-3046875062,Average,False
Emp1115,Eva,Brown,30.0,Sales-Florida,Pending,7/25/2024,84420.81,Eva.Brown@Example.Com,-5190361331,Average,False
Emp1116,Frank,Smith,40.0,Hr-California,Pending,8/2/2020,110041.32,Frank.Smith@Example.Com,-5411076094,Average,False
Emp1117,Heidi,Miller,35.0,Devops-Florida,Pending,3/16/2020,81837.81,Heidi.Miller@Example.Com,-4317350582,Good,True
Emp1118,Frank,Garcia,25.0,Finance-Illinois,Active,9/8/2023,110855.72,Frank.Garcia@Example.Com,-1997179109,Poor,False
Emp1119,Alice,Jones,30.0,Sales-California,Pending,3/29/2024,84894.52,Alice.Jones@Example.Com,-651207048,Excellent,True
Emp1120,Alice,Garcia,30.0,Hr-Illinois,Active,8/12/2021,80668.13,Alice.Garcia@Example.Com,-6110804660,Good,True
Emp1121,Bob,Jones,25.0,Devops-Illinois,Active,12/24/2023,61086.47,Bob.Jones@Example.Com,-9639907675,Excellent,True
Emp1122,Grace,Johnson,25.0,Admin-Texas,Inactive,8/28/2020,95339.68,Grace.Johnson@Example.Com,-9915078592,Poor,True
Emp1123,Eva,Davis,32.48454882571075,Devops-California,Inactive,9/5/2024,83774.97,Eva.Davis@Example.Com,-1109193927,Average,False
Emp1124,Heidi,Jones,32.48454882571075,Admin-Florida,Active,5/12/2023,85576.86,Heidi.Jones@Example.Com,-4567972319,Poor,False
Emp1125,Bob,Garcia,35.0,Finance-California,Pending,7/1/2021,107438.46,Bob.Garcia@Example.Com,-249685497,Good,True
Emp1126,Eva,Johnson,32.48454882571075,Sales-Nevada,Inactive,11/7/2024,60401.68,Eva.Johnson@Example.Com,-2274954507,Average,False
Emp1127,Frank,Smith,35.0,Sales-Illinois,Inactive,7/21/2022,115299.66,Frank.Smith@Example.Com,-9203880652,Good,True
Emp1128,David,Brown,32.48454882571075,Finance-New York,Inactive,3/30/2020,72272.34,David.Brown@Example.Com,-3315377958,Average,False
Emp1129,Grace,Brown,40.0,Devops-Nevada,Active,10/11/2022,117537.71,Grace.Brown@Example.Com,-9594652169,Excellent,False
Emp1130,Frank,Brown,25.0,Finance-Texas,Pending,7/24/2022,51074.33,Frank.Brown@Example.Com,-7303379336,Excellent,True
Emp1131,Charlie,Jones,25.0,Finance-California,Inactive,6/30/2023,98489.32,Charlie.Jones@Example.Com,-5636205014,Excellent,False
Emp1132,Frank,Smith,32.48454882571075,Finance-California,Pending,1/11/2024,112120.71,Frank.Smith@Example.Com,-812473949,Poor,True
Emp1133,Alice,Jones,32.48454882571075,Cloud Tech-New York,Pending,11/2/2023,114465.04,Alice.Jones@Example.Com,-334234257,Good,False
Emp1134,Bob,Davis,40.0,Cloud Tech-Nevada,Pending,11/22/2024,57035.51,Bob.Davis@Example.Com,-3230241025,Poor,True
Emp1135,Eva,Jones,25.0,Cloud Tech-California,Active,8/23/2021,75092.43,Eva.Jones@Example.Com,-1534735527,Excellent,True
Emp1136,David,Smith,32.48454882571075,Finance-Illinois,Pending,6/11/2024,62603.98,David.Smith@Example.Com,-9611223385,Good,False
Emp1137,Grace,Smith,32.48454882571075,Devops-New York,Inactive,4/9/2023,60018.24,Grace.Smith@Example.Com,-5596309937,Excellent,False
Emp1138,Eva,Davis,40.0,Hr-Nevada,Active,7/5/2024,82567.73,Eva.Davis@Example.Com,-4253042896,Poor,True
Emp1139,Charlie,Smith,25.0,Finance-California,Pending,9/4/2021,94725.71,Charlie.Smith@Example.Com,-3179128684,Poor,False
Emp1140,Eva,Garcia,40.0,Hr-New York,Inactive,10/13/2024,83824.56,Eva.Garcia@Example.Com,-7872558776,Poor,False
Emp1141,Frank,Smith,32.48454882571075,Hr-Nevada,Inactive,2/14/2020,118456.11,Frank.Smith@Example.Com,-4969033372,Excellent,True
Emp1142,Eva,Brown,25.0,Sales-Nevada,Pending,4/10/2020,113743.19,Eva.Brown@Example.Com,-6346692547,Good,True
Emp1143,Eva,Garcia,30.0,Sales-California,Active,7/27/2023,63309.24,Eva.Garcia@Example.Com,-1214785389,Good,False
Emp1144,Charlie,Garcia,25.0,Devops-Nevada,Active,9/24/2021,105202.73,Charlie.Garcia@Example.Com,-7895677664,Excellent,True
Emp1145,Frank,Davis,30.0,Cloud Tech-California,Inactive,3/10/2024,79085.22,Frank.Davis@Example.Com,-7546027340,Good,True
Emp1146,Frank,Williams,32.48454882571075,Sales-California,Active,6/10/2021,113983.43,Frank.Williams@Example.Com,-5148881430,Excellent,True
Emp1147,Eva,Williams,35.0,Cloud Tech-Florida,Active,10/15/2020,102790.6,Eva.Williams@Example.Com,-1150835353,Good,False
Emp1148,Grace,Smith,32.48454882571075,Hr-Texas,Inactive,1/29/2020,68512.1,Grace.Smith@Example.Com,-4439284043,Average,False
Emp1149,Frank,Garcia,35.0,Sales-Florida,Pending,1/30/2022,57584.23,Frank.Garcia@Example.Com,-5669078262,Average,True
Emp1150,Alice,Williams,32.48454882571075,Sales-California,Pending,3/29/2021,95335.67,Alice.Williams@Example.Com,-3373898774,Poor,False
Emp1151,Heidi,Williams,35.0,Devops-Florida,Active,10/13/2020,53174.28,Heidi.Williams@Example.Com,-1536637779,Average,True
Emp1152,Heidi,Smith,25.0,Cloud Tech-New York,Pending,10/4/2020,77205.21,Heidi.Smith@Example.Com,-5292407552,Average,False
Emp1153,Grace,Williams,32.48454882571075,Devops-Nevada,Active,12/18/2024,79041.92,Grace.Williams@Example.Com,-6668459089,Average,True
Emp1154,Heidi,Jones,32.48454882571075,Finance-California,Active,11/14/2023,75937.1,Heidi.Jones@Example.Com,-2259999662,Excellent,True
Emp1155,David,Johnson,35.0,Cloud Tech-Nevada,Inactive,1/20/2023,113118.73,David.Johnson@Example.Com,-6186371596,Average,False
Emp1156,Alice,Davis,40.0,Hr-New York,Active,10/2/2024,107693.38,Alice.Davis@Example.Com,-4121820969,Average,True
Emp1157,David,Johnson,32.48454882571075,Cloud Tech-Texas,Inactive,5/13/2021,119217.46,David.Johnson@Example.Com,-2316433480,Poor,False
Emp1158,David,Smith,25.0,Sales-New York,Pending,3/18/2021,106913.71,David.Smith@Example.Com,-7058025661,Average,False
Emp1159,Charlie,Brown,32.48454882571075,Cloud Tech-California,Active,9/23/2020,87815.08,Charlie.Brown@Example.Com,-1286716322,Average,True
Emp1160,Bob,Davis,25.0,Admin-Texas,Inactive,6/5/2024,105190.21,Bob.Davis@Example.Com,-4672994937,Good,True
Emp1161,Alice,Smith,30.0,Hr-Texas,Active,2/28/2024,79467.24,Alice.Smith@Example.Com,-7430271692,Poor,False
Emp1162,Bob,Garcia,40.0,Finance-California,Pending,4/30/2023,57633.78,Bob.Garcia@Example.Com,-8597779013,Poor,True
Emp1163,Alice,Brown,32.48454882571075,Hr-Florida,Pending,3/4/2020,54257.78,Alice.Brown@Example.Com,-7546926328,Poor,True
Emp1164,Grace,Johnson,40.0,Devops-Texas,Inactive,12/29/2023,113679.06,Grace.Johnson@Example.Com,-6762916031,Poor,True
Emp1165,Bob,Smith,35.0,Sales-New York,Active,9/15/2020,69251.12,Bob.Smith@Example.Com,-4841376814,Poor,True
Emp1166,Frank,Garcia,40.0,Sales-Illinois,Inactive,7/18/2022,85388.58,Frank.Garcia@Example.Com,-1185672437,Poor,True
Emp1167,Bob,Davis,32.48454882571075,Devops-New York,Inactive,7/13/2022,112166.37,Bob.Davis@Example.Com,-701765635,Excellent,False
Emp1168,Heidi,Davis,40.0,Finance-Nevada,Active,10/2/2021,79873.48,Heidi.Davis@Example.Com,-41257770,Average,False
Emp1169,Frank,Miller,30.0,Devops-Florida,Active,7/5/2020,108224.03,Frank.Miller@Example.Com,-1837274219,Poor,True
Emp1170,Bob,Garcia,35.0,Admin-Illinois,Active,4/16/2023,116963.72,Bob.Garcia@Example.Com,-9124186209,Average,True
Emp1171,Bob,Jones,40.0,Hr-Nevada,Inactive,11/12/2024,114109.06,Bob.Jones@Example.Com,-4275230836,Average,True
Emp1172,Eva,Williams,32.48454882571075,Hr-California,Active,3/29/2023,85518.88,Eva.Williams@Example.Com,-816470899,Excellent,False
Emp1173,Heidi,Brown,30.0,Cloud Tech-California,Pending,1/22/2022,58041.97,Heidi.Brown@Example.Com,-6335331059,Poor,True
Emp1174,David,Garcia,40.0,Sales-Illinois,Pending,10/14/2023,94988.94,David.Garcia@Example.Com,-531312205,Good,False
Emp1175,Eva,Miller,25.0,Admin-California,Pending,4/10/2024,71628.93,Eva.Miller@Example.Com,-8155839385,Excellent,False
Emp1176,Alice,Williams,30.0,Admin-Illinois,Pending,3/31/2022,54870.98,Alice.Williams@Example.Com,-6133155205,Good,False
Emp1177,Alice,Williams,25.0,Devops-Illinois,Active,2/9/2022,79388.27,Alice.Williams@Example.Com,-5063731494,Average,True
Emp1178,Frank,Smith,35.0,Devops-California,Pending,5/6/2023,55946.99,Frank.Smith@Example.Com,-136497188,Average,False
Emp1179,Charlie,Williams,32.48454882571075,Cloud Tech-Nevada,Active,7/11/2021,81017.91,Charlie.Williams@Example.Com,-2419562524,Excellent,True
Emp1180,Heidi,Jones,40.0,Hr-New York,Pending,8/21/2020,74162.1,Heidi.Jones@Example.Com,-7150997682,Excellent,False
Emp1181,Heidi,Davis,32.48454882571075,Devops-California,Active,3/27/2021,77668.44,Heidi.Davis@Example.Com,-8903091435,Good,True
Emp1182,Alice,Miller,30.0,Hr-New York,Active,4/14/2024,67886.37,Alice.Miller@Example.Com,-3910257431,Poor,False
Emp1183,Alice,Williams,40.0,Devops-Florida,Active,9/21/2020,76614.52,Alice.Williams@Example.Com,-6303975244,Good,True
Emp1184,Frank,Smith,25.0,Finance-Nevada,Active,6/12/2022,51311.91,Frank.Smith@Example.Com,-864035532,Excellent,False
Emp1185,Frank,Jones,32.48454882571075,Finance-Illinois,Inactive,12/24/2023,94809.92,Frank.Jones@Example.Com,-8033968526,Good,True
Emp1186,Grace,Johnson,25.0,Hr-New York,Pending,7/31/2022,108241.81,Grace.Johnson@Example.Com,-171302320,Excellent,True
Emp1187,Bob,Davis,40.0,Cloud Tech-New York,Inactive,4/21/2023,78031.49,Bob.Davis@Example.Com,-2983381673,Good,True
Emp1188,Eva,Davis,35.0,Admin-California,Active,6/5/2020,85733.83,Eva.Davis@Example.Com,-2336293448,Excellent,True
Emp1189,David,Miller,35.0,Hr-Nevada,Pending,7/27/2024,60338.29,David.Miller@Example.Com,-7347156626,Excellent,False
Emp1190,Eva,Davis,30.0,Admin-Illinois,Active,4/5/2024,103140.67,Eva.Davis@Example.Com,-7689627065,Excellent,False
Emp1191,Heidi,Williams,40.0,Sales-Illinois,Inactive,10/26/2023,114690.8,Heidi.Williams@Example.Com,-1498282466,Poor,True
Emp1192,Frank,Smith,35.0,Admin-Florida,Active,8/18/2022,80954.56,Frank.Smith@Example.Com,-4746897151,Good,False
Emp1193,Eva,Davis,32.48454882571075,Cloud Tech-California,Pending,5/31/2020,71728.55,Eva.Davis@Example.Com,-7323008575,Good,True
Emp1194,Alice,Davis,35.0,Hr-Texas,Pending,11/4/2024,118415.8,Alice.Davis@Example.Com,-6656749159,Good,True
Emp1195,Grace,Johnson,40.0,Sales-Illinois,Pending,3/25/2020,81481.36,Grace.Johnson@Example.Com,-1692364586,Excellent,False
Emp1196,David,Johnson,35.0,Sales-Florida,Pending,11/4/2020,117040.57,David.Johnson@Example.Com,-5066337049,Good,True
Emp1197,Frank,Brown,25.0,Sales-Nevada,Active,3/21/2020,67342.06,Frank.Brown@Example.Com,-2497243991,Good,True
Emp1198,Heidi,Jones,32.48454882571075,Sales-Illinois,Active,1/15/2022,76099.64,Heidi.Jones@Example.Com,-116691835,Excellent,False
Emp1199,Grace,Williams,35.0,Devops-Illinois,Active,6/4/2024,94162.06,Grace.Williams@Example.Com,-2644886945,Average,True
